"trip_id","start_time","stop_time","bike_id","trip_duration","from_station_id","from_station_name","to_station_id","to_station_name","user_type","gender","birth_year","from_latitude","from_longitude","from_location","to_latitude","to_longitude","to_location"
"25962894","2019-12-31T23:49:53.000","2020-01-01T00:22:30.000","2898","1956","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962893","2019-12-31T23:49:51.000","2020-01-01T00:22:08.000","3925","1936","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962892","2019-12-31T23:49:43.000","2020-01-01T00:21:51.000","1671","1927","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962891","2019-12-31T23:49:38.000","2020-01-01T00:15:19.000","2936","1540","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962872","2019-12-31T23:29:21.000","2020-01-01T00:59:36.000","626","5415","417","Cornell Ave & Hyde Park Blvd","248","Woodlawn Ave & 55th St","Customer","Male","1988","41.802406","-87.586924","POINT (-87.586924 41.802406)","41.795264","-87.596471","POINT (-87.596471 41.795264)"
"25962871","2019-12-31T23:29:12.000","2020-01-01T01:27:26.000","957","7094","417","Cornell Ave & Hyde Park Blvd","420","Ellis Ave & 55th St","Customer","Male","1988","41.802406","-87.586924","POINT (-87.586924 41.802406)","41.794300621","-87.601449773","POINT (-87.6014497734 41.79430062054)"
"25962870","2019-12-31T23:28:43.000","2020-01-01T01:27:24.000","6011","7120","417","Cornell Ave & Hyde Park Blvd","420","Ellis Ave & 55th St","Customer","Male","1988","41.802406","-87.586924","POINT (-87.586924 41.802406)","41.794300621","-87.601449773","POINT (-87.6014497734 41.79430062054)"
"25962868","2019-12-31T23:27:24.000","2020-01-01T17:25:25.000","3939","64681","127","Lincoln Ave & Fullerton Ave","671","HUBBARD ST BIKE CHECKING (LBS-WH-TEST)","Customer","Male","1995","41.925905","-87.64926","POINT (-87.64926 41.925905)",,,
"25962867","2019-12-31T23:26:58.000","2019-12-31T23:52:59.000","2609","1560","641","Central Park Ave & Bloomingdale Ave","641","Central Park Ave & Bloomingdale Ave","Customer","Male","1989","41.914166","-87.716755","POINT (-87.716755 41.914166)","41.914166","-87.716755","POINT (-87.716755 41.914166)"
"25962853","2019-12-31T23:12:07.000","2019-12-31T23:38:52.000","3467","1605","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962851","2019-12-31T23:11:58.000","2019-12-31T23:39:11.000","5077","1632","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962850","2019-12-31T23:11:42.000","2019-12-31T23:38:54.000","5406","1632","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962849","2019-12-31T23:09:51.000","2019-12-31T23:19:52.000","6438","600","220","Clark St & Drummond Pl","327","Sheffield Ave & Webster Ave","Customer",,,"41.931248","-87.644336","POINT (-87.644336 41.931248)","41.92154","-87.653818","POINT (-87.653818 41.92154)"
"25962843","2019-12-31T23:05:26.000","2019-12-31T23:18:54.000","626","807","248","Woodlawn Ave & 55th St","417","Cornell Ave & Hyde Park Blvd","Customer","Male","1988","41.795264","-87.596471","POINT (-87.596471 41.795264)","41.802406","-87.586924","POINT (-87.586924 41.802406)"
"25962842","2019-12-31T23:04:09.000","2019-12-31T23:31:28.000","711","1639","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962841","2019-12-31T23:03:58.000","2019-12-31T23:31:44.000","1722","1665","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962840","2019-12-31T23:03:45.000","2019-12-31T23:27:54.000","1310","1448","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962839","2019-12-31T23:03:35.000","2019-12-31T23:31:34.000","2546","1678","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962831","2019-12-31T22:47:24.000","2019-12-31T23:07:46.000","3298","1222","174","Canal St & Madison St","26","McClurg Ct & Illinois St","Customer",,,"41.882091","-87.639833","POINT (-87.639833 41.882091)","41.890359","-87.617532","POINT (-87.617532 41.890359)"
"25962830","2019-12-31T22:47:08.000","2019-12-31T23:07:45.000","2667","1237","174","Canal St & Madison St","26","McClurg Ct & Illinois St","Customer",,,"41.882091","-87.639833","POINT (-87.639833 41.882091)","41.890359","-87.617532","POINT (-87.617532 41.890359)"
"25962809","2019-12-31T21:47:15.000","2019-12-31T22:14:43.000","5127","1648","192","Canal St & Adams St","6","Dusable Harbor","Customer","Male","2002","41.879255","-87.639904","POINT (-87.639904 41.879255)","41.886976","-87.612813","POINT (-87.612813 41.886976)"
"25962808","2019-12-31T21:47:09.000","2019-12-31T22:14:44.000","1736","1655","192","Canal St & Adams St","6","Dusable Harbor","Customer","Male","2002","41.879255","-87.639904","POINT (-87.639904 41.879255)","41.886976","-87.612813","POINT (-87.612813 41.886976)"
"25962807","2019-12-31T21:47:05.000","2019-12-31T22:14:44.000","1589","1659","192","Canal St & Adams St","6","Dusable Harbor","Customer","Male","2002","41.879255","-87.639904","POINT (-87.639904 41.879255)","41.886976","-87.612813","POINT (-87.612813 41.886976)"
"25962806","2019-12-31T21:47:02.000","2019-12-31T22:14:39.000","1511","1656","192","Canal St & Adams St","6","Dusable Harbor","Customer","Male","2002","41.879255","-87.639904","POINT (-87.639904 41.879255)","41.886976","-87.612813","POINT (-87.612813 41.886976)"
"25962797","2019-12-31T21:34:22.000","2019-12-31T21:46:01.000","4979","699","517","Clark St & Jarvis Ave","526","Oakley Ave & Touhy Ave","Customer",,,"42.015963","-87.675005","POINT (-87.675005 42.015963)","42.012342","-87.688243","POINT (-87.688243 42.012342)"
"25962786","2019-12-31T21:22:34.000","2019-12-31T21:28:10.000","3513","336","143","Sedgwick St & Webster Ave","327","Sheffield Ave & Webster Ave","Customer",,,"41.922167","-87.638888","POINT (-87.638888 41.922167)","41.92154","-87.653818","POINT (-87.653818 41.92154)"
"25962785","2019-12-31T21:22:24.000","2019-12-31T21:28:08.000","5974","344","143","Sedgwick St & Webster Ave","327","Sheffield Ave & Webster Ave","Customer",,,"41.922167","-87.638888","POINT (-87.638888 41.922167)","41.92154","-87.653818","POINT (-87.653818 41.92154)"
"25962784","2019-12-31T21:22:16.000","2019-12-31T21:28:08.000","1904","351","143","Sedgwick St & Webster Ave","327","Sheffield Ave & Webster Ave","Customer",,,"41.922167","-87.638888","POINT (-87.638888 41.922167)","41.92154","-87.653818","POINT (-87.653818 41.92154)"
"25962777","2019-12-31T21:04:05.000","2019-12-31T21:17:03.000","682","777","134","Peoria St & Jackson Blvd","43","Michigan Ave & Washington St","Customer","Male","1980","41.877641596","-87.649617791","POINT (-87.649617791176 41.877641596275)","41.883984065","-87.624683976","POINT (-87.624683976173 41.883984064727)"
"25962775","2019-12-31T21:00:55.000","2019-12-31T21:08:38.000","5859","463","154","Southport Ave & Belmont Ave","347","Ashland Ave & Grace St","Customer","Male","1994","41.93949","-87.66378","POINT (-87.66378 41.93949)","41.950687","-87.6687","POINT (-87.6687 41.950687)"
"25962766","2019-12-31T20:48:29.000","2019-12-31T20:51:55.000","682","205","112","Green St & Randolph St","134","Peoria St & Jackson Blvd","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.877641596","-87.649617791","POINT (-87.649617791176 41.877641596275)"
"25962757","2019-12-31T20:35:38.000","2019-12-31T21:08:57.000","37","1998","57","Clinton St & Roosevelt Rd","644","Western Ave & Fillmore St (*)","Customer",,,"41.867117782","-87.641087959","POINT (-87.6410879593 41.8671177825)","41.868563","-87.686234","POINT (-87.686234 41.868563)"
"25962735","2019-12-31T20:11:42.000","2019-12-31T20:16:12.000","3775","270","116","Western Ave & Winnebago Ave","160","Campbell Ave & North Ave","Customer",,,"41.91552","-87.687022","POINT (-87.687022 41.91552)","41.910535","-87.689556","POINT (-87.689556 41.910535)"
"25962721","2019-12-31T19:54:12.000","2019-12-31T20:13:13.000","694","1141","112","Green St & Randolph St","199","Wabash Ave & Grand Ave","Customer","Male","1988","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.891466","-87.626761","POINT (-87.626761 41.891466)"
"25962709","2019-12-31T19:46:05.000","2019-12-31T20:22:19.000","682","2174","112","Green St & Randolph St","112","Green St & Randolph St","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.883668","-87.64867","POINT (-87.64867 41.883668)"
"25962701","2019-12-31T19:42:33.000","2019-12-31T19:55:55.000","4227","801","227","Southport Ave & Waveland Ave","300","Broadway & Barry Ave","Customer","Male","1991","41.94815","-87.66394","POINT (-87.66394 41.94815)","41.937725","-87.644095","POINT (-87.644095 41.937725)"
"25962691","2019-12-31T19:34:00.000","2019-12-31T21:07:06.000","1034","5586","627","LaSalle Dr & Huron St","81","Daley Center Plaza","Customer","Male","1996","41.894877","-87.632326","POINT (-87.632326 41.894877)","41.884241","-87.629634","POINT (-87.629634 41.884241)"
"25962683","2019-12-31T19:30:39.000","2019-12-31T19:49:08.000","3133","1109","466","Ridge Blvd & Touhy Ave","660","Sheridan Rd & Columbia Ave","Customer",,,"42.012132277","-87.682912644","POINT (-87.6829126443 42.01213227742)","42.004583","-87.661406","POINT (-87.661406 42.004583)"
"25962673","2019-12-31T19:19:38.000","2019-12-31T19:55:07.000","1846","2129","176","Clark St & Elm St","60","Dayton St & North Ave","Customer","Male","1989","41.902973","-87.63128","POINT (-87.63128 41.902973)","41.910578035","-87.649421929","POINT (-87.6494219288 41.9105780349)"
"25962668","2019-12-31T19:15:55.000","2019-12-31T19:34:17.000","682","1102","112","Green St & Randolph St","112","Green St & Randolph St","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.883668","-87.64867","POINT (-87.64867 41.883668)"
"25962659","2019-12-31T19:09:51.000","2019-12-31T19:42:59.000","4848","1988","226","Racine Ave & Belmont Ave","114","Sheffield Ave & Waveland Ave","Customer",,,"41.939743","-87.658865","POINT (-87.658865 41.939743)","41.949399","-87.654529","POINT (-87.654529 41.949399)"
"25962654","2019-12-31T19:04:47.000","2019-12-31T19:10:33.000","5273","346","180","Ritchie Ct & Banks St","176","Clark St & Elm St","Customer","Male","1993","41.906866","-87.626217","POINT (-87.626217 41.906866)","41.902973","-87.63128","POINT (-87.63128 41.902973)"
"25962647","2019-12-31T19:02:59.000","2019-12-31T19:11:56.000","5856","536","632","Clark St & Newport St","152","Lincoln Ave & Diversey Pkwy","Customer","Male","1995","41.94454","-87.654678","POINT (-87.654678 41.94454)","41.932225","-87.658617","POINT (-87.658617 41.932225)"
"25962632","2019-12-31T18:52:11.000","2019-12-31T19:08:44.000","582","993","199","Wabash Ave & Grand Ave","112","Green St & Randolph St","Customer","Male","1988","41.891466","-87.626761","POINT (-87.626761 41.891466)","41.883668","-87.64867","POINT (-87.64867 41.883668)"
"25962614","2019-12-31T18:39:47.000","2019-12-31T20:13:03.000","6009","5596","73","Jefferson St & Monroe St","59","Wabash Ave & Roosevelt Rd","Customer",,,"41.880422","-87.642746","POINT (-87.642746 41.880422)","41.867227","-87.625961","POINT (-87.625961 41.867227)"
"25962586","2019-12-31T18:23:12.000","2019-12-31T18:46:37.000","682","1405","56","Desplaines St & Kinzie St","112","Green St & Randolph St","Customer","Male","1980","41.888716036","-87.644447853","POINT (-87.6444478533 41.888716036)","41.883668","-87.64867","POINT (-87.64867 41.883668)"
"25962573","2019-12-31T18:14:30.000","2019-12-31T19:14:20.000","4242","3590","23","Orleans St & Elm St","229","Southport Ave & Roscoe St","Customer",,,"41.902924","-87.637715","POINT (-87.637715 41.902924)","41.943739","-87.66402","POINT (-87.66402 41.943739)"
"25962572","2019-12-31T18:14:27.000","2019-12-31T19:14:25.000","3913","3597","23","Orleans St & Elm St","229","Southport Ave & Roscoe St","Customer",,,"41.902924","-87.637715","POINT (-87.637715 41.902924)","41.943739","-87.66402","POINT (-87.66402 41.943739)"
"25962538","2019-12-31T18:00:27.000","2019-12-31T18:13:12.000","2184","764","97","Field Museum","59","Wabash Ave & Roosevelt Rd","Customer",,,"41.865312","-87.617867","POINT (-87.617867 41.865312)","41.867227","-87.625961","POINT (-87.625961 41.867227)"
"25962525","2019-12-31T17:56:05.000","2019-12-31T18:07:50.000","5798","704","85","Michigan Ave & Oak St","53","Wells St & Huron St","Customer",,,"41.90096039","-87.62377664","POINT (-87.62377664 41.90096039)","41.894722","-87.634362","POINT (-87.634362 41.894722)"
"25962524","2019-12-31T17:56:03.000","2019-12-31T18:07:48.000","3805","705","85","Michigan Ave & Oak St","53","Wells St & Huron St","Customer",,,"41.90096039","-87.62377664","POINT (-87.62377664 41.90096039)","41.894722","-87.634362","POINT (-87.634362 41.894722)"
"25962512","2019-12-31T17:51:51.000","2019-12-31T19:15:19.000","2162","5008","13","Wilton Ave & Diversey Pkwy","13","Wilton Ave & Diversey Pkwy","Customer","Male","1983","41.932418","-87.652705","POINT (-87.652705 41.932418)","41.932418","-87.652705","POINT (-87.652705 41.932418)"
"25962511","2019-12-31T17:51:14.000","2019-12-31T18:03:57.000","3126","762","81","Daley Center Plaza","88","Racine Ave & Randolph St","Customer",,,"41.884241","-87.629634","POINT (-87.629634 41.884241)","41.884069","-87.656853","POINT (-87.656853 41.884069)"
"25962510","2019-12-31T17:51:01.000","2019-12-31T17:56:15.000","682","313","112","Green St & Randolph St","56","Desplaines St & Kinzie St","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.888716036","-87.644447853","POINT (-87.6444478533 41.888716036)"
"25962468","2019-12-31T17:29:56.000","2019-12-31T17:34:40.000","5010","283","621","Aberdeen St & Randolph St","198","Green St & Madison St","Customer",,,"41.884114","-87.654264","POINT (-87.654264 41.884114)","41.881892","-87.648789","POINT (-87.648789 41.881892)"
"25962392","2019-12-31T17:04:10.000","2019-12-31T17:16:26.000","2546","736","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962386","2019-12-31T17:03:25.000","2019-12-31T17:16:33.000","1310","787","90","Millennium Park","76","Lake Shore Dr & Monroe St","Customer",,,"41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)","41.880958","-87.616743","POINT (-87.616743 41.880958)"
"25962357","2019-12-31T16:56:10.000","2019-12-31T17:01:41.000","6416","331","324","Stockton Dr & Wrightwood Ave","673","Lincoln Park Conservatory","Customer","Female","1993","41.93132","-87.638742","POINT (-87.638742 41.93132)","41.923931311","-87.635824531","POINT (-87.635824531317 41.923931311366)"
"25962348","2019-12-31T16:53:04.000","2019-12-31T17:21:09.000","5453","1684","237","MLK Jr Dr & 29th St","52","Michigan Ave & Lake St","Customer","Male","1994","41.842052","-87.617","POINT (-87.617 41.842052)","41.886024","-87.624117","POINT (-87.624117 41.886024)"
"25962340","2019-12-31T16:50:53.000","2019-12-31T17:06:52.000","1143","959","289","Wells St & Concord Ln","181","LaSalle St & Illinois St","Customer",,,"41.912133","-87.634656","POINT (-87.634656 41.912133)","41.890762","-87.631697","POINT (-87.631697 41.890762)"
"25962317","2019-12-31T16:43:16.000","2019-12-31T16:55:54.000","1237","758","383","Paulina St & Flournoy St","77","Clinton St & Madison St","Customer","Male","1983","41.87295","-87.66913","POINT (-87.66913 41.87295)","41.882242","-87.641066","POINT (-87.641066 41.882242)"
"25962316","2019-12-31T16:42:23.000","2019-12-31T17:12:10.000","2814","1786","76","Lake Shore Dr & Monroe St","3","Shedd Aquarium","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.867225957","-87.61535539","POINT (-87.6153553902 41.86722595682)"
"25962315","2019-12-31T16:42:18.000","2019-12-31T17:12:04.000","118","1785","76","Lake Shore Dr & Monroe St","3","Shedd Aquarium","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.867225957","-87.61535539","POINT (-87.6153553902 41.86722595682)"
"25962309","2019-12-31T16:40:25.000","2019-12-31T16:45:41.000","6160","315","180","Ritchie Ct & Banks St","172","Rush St & Cedar St","Customer","Male","1994","41.906866","-87.626217","POINT (-87.626217 41.906866)","41.902308701","-87.627690528","POINT (-87.627690528 41.90230870122)"
"25962282","2019-12-31T16:34:24.000","2019-12-31T16:51:16.000","3168","1012","630","Kildare Ave & Montrose Ave","478","Rockwell St & Eastwood Ave","Customer",,,"41.96108","-87.73569","POINT (-87.73569 41.96108)","41.96590014","-87.693638494","POINT (-87.6936384935 41.96590013976)"
"25962254","2019-12-31T16:27:21.000","2019-12-31T16:48:56.000","5070","1294","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962252","2019-12-31T16:27:01.000","2019-12-31T17:04:18.000","5868","2236","505","Winchester Ave & Elston Ave","116","Western Ave & Winnebago Ave","Customer",,,"41.92409085","-87.676460075","POINT (-87.6764600747 41.92409085038)","41.91552","-87.687022","POINT (-87.687022 41.91552)"
"25962248","2019-12-31T16:26:02.000","2019-12-31T16:49:13.000","2867","1391","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962245","2019-12-31T16:25:51.000","2019-12-31T16:48:51.000","2938","1380","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962244","2019-12-31T16:25:48.000","2019-12-31T17:04:24.000","3775","2316","505","Winchester Ave & Elston Ave","116","Western Ave & Winnebago Ave","Customer","Male","1984","41.92409085","-87.676460075","POINT (-87.6764600747 41.92409085038)","41.91552","-87.687022","POINT (-87.687022 41.91552)"
"25962237","2019-12-31T16:24:52.000","2019-12-31T19:18:26.000","5102","10413","289","Wells St & Concord Ln","176","Clark St & Elm St","Customer","Male","1989","41.912133","-87.634656","POINT (-87.634656 41.912133)","41.902973","-87.63128","POINT (-87.63128 41.902973)"
"25962234","2019-12-31T16:23:52.000","2019-12-31T16:49:06.000","3728","1514","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962219","2019-12-31T16:20:14.000","2019-12-31T16:48:51.000","5116","1716","76","Lake Shore Dr & Monroe St","35","Streeter Dr & Grand Ave","Customer",,,"41.880958","-87.616743","POINT (-87.616743 41.880958)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962209","2019-12-31T16:17:31.000","2019-12-31T16:52:34.000","6051","2103","483","Avondale Ave & Irving Park Rd","229","Southport Ave & Roscoe St","Customer",,,"41.953393","-87.732002","POINT (-87.732002 41.953393)","41.943739","-87.66402","POINT (-87.66402 41.943739)"
"25962202","2019-12-31T16:14:42.000","2019-12-31T17:51:11.000","2162","5789","332","Burling St (Halsted) & Diversey Pkwy (Temp)","13","Wilton Ave & Diversey Pkwy","Customer","Male","1983","41.93314","-87.64776","POINT (-87.64776 41.93314)","41.932418","-87.652705","POINT (-87.652705 41.932418)"
"25962179","2019-12-31T16:09:35.000","2019-12-31T17:07:36.000","2763","3480","623","Michigan Ave & 8th St","35","Streeter Dr & Grand Ave","Customer",,,"41.872773","-87.623981","POINT (-87.623981 41.872773)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962177","2019-12-31T16:09:25.000","2019-12-31T17:07:13.000","2962","3468","623","Michigan Ave & 8th St","35","Streeter Dr & Grand Ave","Customer",,,"41.872773","-87.623981","POINT (-87.623981 41.872773)","41.892278","-87.612043","POINT (-87.612043 41.892278)"
"25962172","2019-12-31T16:07:13.000","2019-12-31T16:36:23.000","3124","1749","112","Green St & Randolph St","71","Morgan St & Lake St","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.885483308","-87.652304856","POINT (-87.6523048564 41.8854833079)"
"25962163","2019-12-31T16:04:29.000","2019-12-31T16:15:06.000","2800","636","405","Wentworth Ave & 35th St","272","Indiana Ave & 31st St","Customer","Male","1981","41.830777","-87.632504","POINT (-87.632504 41.830777)","41.838842","-87.621857","POINT (-87.621857 41.838842)"
"25962080","2019-12-31T15:44:27.000","2019-12-31T15:51:36.000","3563","429","71","Morgan St & Lake St","198","Green St & Madison St","Customer",,,"41.885483308","-87.652304856","POINT (-87.6523048564 41.8854833079)","41.881892","-87.648789","POINT (-87.648789 41.881892)"
"25962079","2019-12-31T15:44:26.000","2019-12-31T15:58:03.000","3124","817","47","State St & Kinzie St","112","Green St & Randolph St","Customer","Male","1980","41.889187","-87.627754","POINT (-87.627754 41.889187)","41.883668","-87.64867","POINT (-87.64867 41.883668)"
"25962068","2019-12-31T15:40:33.000","2019-12-31T16:04:24.000","4173","1431","3","Shedd Aquarium","85","Michigan Ave & Oak St","Customer","Male","1988","41.867225957","-87.61535539","POINT (-87.6153553902 41.86722595682)","41.90096039","-87.62377664","POINT (-87.62377664 41.90096039)"
"25962016","2019-12-31T15:27:06.000","2019-12-31T15:33:21.000","1198","375","173","Mies van der Rohe Way & Chicago Ave","172","Rush St & Cedar St","Customer","Male","1989","41.89691","-87.621743","POINT (-87.621743 41.89691)","41.902308701","-87.627690528","POINT (-87.627690528 41.90230870122)"
"25962013","2019-12-31T15:27:00.000","2019-12-31T15:36:46.000","534","586","116","Western Ave & Winnebago Ave","505","Winchester Ave & Elston Ave","Customer",,,"41.91552","-87.687022","POINT (-87.687022 41.91552)","41.92409085","-87.676460075","POINT (-87.6764600747 41.92409085038)"
"25962008","2019-12-31T15:26:01.000","2020-01-01T16:03:52.000","2236","88671","6","Dusable Harbor","623","Michigan Ave & 8th St","Customer",,,"41.886976","-87.612813","POINT (-87.612813 41.886976)","41.872773","-87.623981","POINT (-87.623981 41.872773)"
"25961974","2019-12-31T15:14:46.000","2019-12-31T15:21:29.000","4078","403","300","Broadway & Barry Ave","329","Lake Shore Dr & Diversey Pkwy","Customer","Female","1986","41.937725","-87.644095","POINT (-87.644095 41.937725)","41.932588","-87.636427","POINT (-87.636427 41.932588)"
"25961971","2019-12-31T15:14:10.000","2019-12-31T17:09:24.000","79","6914","283","LaSalle St & Jackson Blvd","110","Dearborn St & Erie St","Customer","Male","1996","41.878166","-87.631929","POINT (-87.631929 41.878166)","41.893992","-87.629318","POINT (-87.629318 41.893992)"
"25961962","2019-12-31T15:11:32.000","2019-12-31T15:17:59.000","1451","386","20","Sheffield Ave & Kingsbury St","16","Paulina Ave & North Ave","Customer","Male","1991","41.910522","-87.653106","POINT (-87.653106 41.910522)","41.910337","-87.670072","POINT (-87.670072 41.910337)"
"25961957","2019-12-31T15:10:34.000","2019-12-31T15:30:34.000","4255","1200","49","Dearborn St & Monroe St","210","Ashland Ave & Division St","Customer","Male","1986","41.881319815","-87.629520919","POINT (-87.6295209193 41.881319815)","41.90345","-87.667747","POINT (-87.667747 41.90345)"
"25961958","2019-12-31T15:10:34.000","2019-12-31T15:35:16.000","5015","1482","286","Franklin St & Adams St (Temp)","47","State St & Kinzie St","Customer","Male","1980","41.879434091","-87.635504007","POINT (-87.635504007339 41.8794340914)","41.889187","-87.627754","POINT (-87.627754 41.889187)"
"25961915","2019-12-31T15:00:18.000","2019-12-31T15:03:55.000","5550","216","296","Broadway & Belmont Ave","117","Wilton Ave & Belmont Ave","Customer",,,"41.940106","-87.645451","POINT (-87.645451 41.940106)","41.94018","-87.65304","POINT (-87.65304 41.94018)"
"25961901","2019-12-31T14:56:20.000","2020-01-02T11:58:36.000","4807","162136","110","Dearborn St & Erie St","110","Dearborn St & Erie St","Customer","Male","1986","41.893992","-87.629318","POINT (-87.629318 41.893992)","41.893992","-87.629318","POINT (-87.629318 41.893992)"
"25961900","2019-12-31T14:56:05.000","2020-01-02T11:59:00.000","4060","162175","110","Dearborn St & Erie St","110","Dearborn St & Erie St","Customer","Male","1986","41.893992","-87.629318","POINT (-87.629318 41.893992)","41.893992","-87.629318","POINT (-87.629318 41.893992)"
"25961897","2019-12-31T14:54:41.000","2019-12-31T15:21:25.000","3630","1603","255","Indiana Ave & Roosevelt Rd","90","Millennium Park","Customer",,,"41.867888","-87.623041","POINT (-87.623041 41.867888)","41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)"
"25961896","2019-12-31T14:54:26.000","2019-12-31T15:21:24.000","1696","1617","255","Indiana Ave & Roosevelt Rd","90","Millennium Park","Customer",,,"41.867888","-87.623041","POINT (-87.623041 41.867888)","41.8810317","-87.62408432","POINT (-87.62408432 41.8810317)"
"25961866","2019-12-31T14:45:39.000","2019-12-31T14:50:58.000","1777","318","196","Cityfront Plaza Dr & Pioneer Ct","196","Cityfront Plaza Dr & Pioneer Ct","Customer",,,"41.890573","-87.622072","POINT (-87.622072 41.890573)","41.890573","-87.622072","POINT (-87.622072 41.890573)"
"25961868","2019-12-31T14:45:35.000","2019-12-31T15:01:29.000","5015","954","112","Green St & Randolph St","286","Franklin St & Adams St (Temp)","Customer","Male","1980","41.883668","-87.64867","POINT (-87.64867 41.883668)","41.879434091","-87.635504007","POINT (-87.635504007339 41.8794340914)"
"25961827","2019-12-31T14:32:05.000","2019-12-31T14:49:39.000","477","1053","145","Mies van der Rohe Way & Chestnut St","133","Kingsbury St & Kinzie St","Customer",,,"41.898586651","-87.621915226","POINT (-87.6219152258 41.8985866514)","41.889176833","-87.638505772","POINT (-87.6385057718 41.88917683258)"
"25961825","2019-12-31T14:32:01.000","2019-12-31T14:49:47.000","5150","1066","145","Mies van der Rohe Way & Chestnut St","133","Kingsbury St & Kinzie St","Customer",,,"41.898586651","-87.621915226","POINT (-87.6219152258 41.8985866514)","41.889176833","-87.638505772","POINT (-87.6385057718 41.88917683258)"
"25961810","2019-12-31T14:24:49.000","2019-12-31T14:54:50.000","3113","1801","412","Princeton Ave & 47th St","206","Halsted St & Archer Ave","Customer",,,"41.809317709","-87.633449288","POINT (-87.633449288 41.80931770924)","41.847203","-87.646795","POINT (-87.646795 41.847203)"
"25961793","2019-12-31T14:18:03.000","2019-12-31T14:30:14.000","534","730","641","Central Park Ave & Bloomingdale Ave","116","Western Ave & Winnebago Ave","Customer",,,"41.914166","-87.716755","POINT (-87.716755 41.914166)","41.91552","-87.687022","POINT (-87.687022 41.91552)"
